"Time","core","dram"
2025-01-17 17:08:30,10.3 W,4.51 W
2025-01-17 17:09:00,11.4 W,4.59 W
2025-01-17 17:09:30,11.7 W,4.62 W
2025-01-17 17:10:00,11.6 W,4.59 W
2025-01-17 17:10:30,10.8 W,4.54 W
2025-01-17 17:11:00,10.7 W,4.53 W
2025-01-17 17:11:30,11.0 W,4.54 W
2025-01-17 17:12:00,11.0 W,4.53 W
2025-01-17 17:12:30,11.5 W,4.60 W
2025-01-17 17:13:00,11.7 W,4.60 W
2025-01-17 17:13:30,11.8 W,4.61 W
2025-01-17 17:14:00,11.7 W,4.61 W
2025-01-17 17:14:30,10.9 W,4.54 W
2025-01-17 17:15:00,10.7 W,4.53 W
2025-01-17 17:15:30,10.6 W,4.53 W
2025-01-17 17:16:00,10.9 W,4.55 W
2025-01-17 17:16:30,11.7 W,4.61 W
2025-01-17 17:17:00,11.8 W,4.60 W
2025-01-17 17:17:30,11.8 W,4.60 W
2025-01-17 17:18:00,10.7 W,4.53 W
2025-01-17 17:18:30,10.8 W,4.54 W
2025-01-17 17:19:00,10.9 W,4.54 W
2025-01-17 17:19:30,11.0 W,4.54 W
2025-01-17 17:20:00,11.7 W,4.59 W
2025-01-17 17:20:30,12.1 W,4.61 W
2025-01-17 17:21:00,11.7 W,4.61 W
2025-01-17 17:21:30,11.3 W,4.58 W
2025-01-17 17:22:00,10.8 W,4.53 W
2025-01-17 17:22:30,10.9 W,4.53 W
2025-01-17 17:23:00,10.7 W,4.54 W
2025-01-17 17:23:30,11.7 W,4.59 W
2025-01-17 17:24:00,12.0 W,4.61 W
2025-01-17 17:24:30,11.6 W,4.62 W
2025-01-17 17:25:00,11.7 W,4.61 W
2025-01-17 17:25:30,10.8 W,4.55 W
2025-01-17 17:26:00,10.6 W,4.55 W
2025-01-17 17:26:30,10.9 W,4.54 W
2025-01-17 17:27:00,10.7 W,4.55 W
2025-01-17 17:27:30,11.9 W,4.62 W
2025-01-17 17:28:00,12.2 W,4.63 W
2025-01-17 17:28:30,12.0 W,4.63 W
2025-01-17 17:29:00,11.1 W,4.56 W
2025-01-17 17:29:30,10.8 W,4.55 W
2025-01-17 17:30:00,10.8 W,4.54 W
2025-01-17 17:30:30,11.0 W,4.55 W
2025-01-17 17:31:00,11.9 W,4.61 W
2025-01-17 17:31:30,11.9 W,4.61 W
2025-01-17 17:32:00,11.7 W,4.61 W
2025-01-17 17:32:30,12.0 W,4.63 W
2025-01-17 17:33:00,10.7 W,4.55 W
2025-01-17 17:33:30,10.7 W,4.55 W
2025-01-17 17:34:00,10.8 W,4.54 W
2025-01-17 17:34:30,11.1 W,4.55 W
2025-01-17 17:35:00,11.8 W,4.61 W
2025-01-17 17:35:30,12.1 W,4.62 W
2025-01-17 17:36:00,11.8 W,4.61 W
2025-01-17 17:36:30,12.1 W,4.64 W
2025-01-17 17:37:00,10.7 W,4.55 W
2025-01-17 17:37:30,10.7 W,4.55 W
2025-01-17 17:38:00,10.5 W,4.54 W
2025-01-17 17:38:30,11.1 W,4.57 W
